text,label
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0
Wherre's my boytoy ? :-(,0
"Hmm well, night night ",0
Dun need to use dial up juz open da browser n surf...,0
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1
I'll be late...,0
Water logging in desert. Geoenvironmental implications.,0
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0
Yup... From what i remb... I think should be can book... ,0
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0
“১৫ হতে ২১ জুন ২০২২ সারাদেশে জনশুমারি ও গৃহগণনা অনুষ্ঠিত হচ্ছে। শুমারি কর্মীকে সঠিক তথ্য দিয়ে সহযোগিতা করুন।”-বাংলাদেশ পরিসংখ্যান ব্যুরো।,0
How abt making some of the pics bigger?,0
মাইজিপি রেফার করে ৫১২এমবি ফ্রি ইন্টারনেট জিততে https://mygp.li/r2|,1
Ok i also wan 2 watch e 9 pm show...,0
"Carlos took a while (again), we leave in a minute",0
"পার্ট-টাইম কাজ করে মাসে ৩০,০০০ টাকা আয় করুন!",1
Ic. There are a lotta childporn cars then.,0
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0
Yeah my usual guy's out of town but there're definitely people around I know,0
So what did the bank say about the money?,0
What is your record for one night? :),0
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0
ট্রানজ্যাকশন নম্বর R240125.1609.7100b4 89 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 89.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,0
নতুন গ্যাজেট কিনুন এবং ১০% ক্যাশব্যাক পান!,1
Your pussy is perfect!,0
Okay same with me. Well thanks for the clarification,0
দ্রুত চাকরি পেতে আমাদের প্ল্যাটফর্মে যোগ দিন!,1
ওপেলিয়ার সকল আউটলেটে চলছে ২০% ছাড়!!|,1
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
০৯ ডিসেম্বর ২০২২ ওসমানী স্মৃতি মিলনায়তনে মহিলা ও শিশু বিষয়ক মন্ত্রণালয়ের আয়োজনে বেগম রোকেয়া দিবস ও পদক প্রদান অনুষ্ঠানে প্রধান অতিথি হিসেবে উপস্থিত থাকবেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনা।’’,0
Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,0
আজই সাইন আপ করুন এবং ৪০০০ টাকা বোনাস পান!,1
"Me not waking up until 4 in the afternoon, sup",0
১জিবি ইমো(৩০দিন) ৪৫টাকায়! পেতে হলে ৪৬টাকা ব্যালেন্স রেখে ডায়াল: *212*750#,1
Dear good morning how you feeling dear,0
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,1
ভ্যালেন্টাইন’স ডে রাঙিয়ে তুলুন আপনার ব্র্যাক ব্যাংক সাপ্লিমেন্টারি ক্রেডিট কার্ডের আকর্ষণীয় সব অফারের সাথে! বিস্তারিত: tinyurl.com/brcVDv,1
বিশেষ ছাড়! আজই জয়েন করুন এবং ঘরে বসে আয় করুন!,1
"দুর্গা পূজায় কেনাকাটা করুন ২৫% ছাড়ে, ২৫ অক্টোবর পর্যন্ত। ০১৭১৩১৯৯২৭০",1
Haf u eaten? Wat time u wan me 2 come?,0
"আকর্ষণীয় ১৫% ছাড়* ৳১০০ পর্যন্ত! উপায় অ্যাপ দিয়ে বিডিটিকেটস এর পেমেন্ট করলেই নিশ্চিত ছাড়, সর্বোচ্চ ৳৩০০ প্রতি কাস্টমার। |",1
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,0
ইভিএম এর মাধ্যমে আঙ্গুলের ছাপ যাচাই করা হয় বিধায় দ্বিতীয়বার ভোট প্রদান করা সম্ভব নয়-ইসি,0
ভাই আমি সিউর ভবিষ্যতে আল্লাহ বাচ্চাকাচ্চা দিলে ডেলিভারির সময় কষ্টে কান্দার জায়গায় কথা মনে করে চিল্লাই উলটা হাসবো মনে হচ্ছে,0
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,1
I'm going 2 orchard now laready me reaching soon. U reaching?,0
I can send you a pic if you like :),0
Ü log off 4 wat. It's sdryb8i,0
Oh :-)only 4 outside players allowed to play know,0
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,0
বড়দিনের শুভেচ্ছা! ডায়মন্ড ওয়ার্ল্ডের পক্ষ থেকে বড়দিন ও নতুন বছর উপলক্ষে ২৫-১লা জানুয়ারী পর্যন্ত থাকছে ২৫% ছাড়। প্রয়োজনে: ০১৭১৩১৯৯২৭০,1
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0
Ok. I.ll do you right later.,0
Okie...,0
Did u see what I posted on your Facebook?,0
That's y i said it's bad dat all e gals know u... Wat u doing now?,0
Ok then u tell me wat time u coming later lor.,0
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,0
"“০৬ এপ্রিল জাতীয় ও আন্তর্জাতিক ক্রীড়া দিবস”। এ বছরের প্রতিপাদ্য হলো “ক্রীড়াঙ্গনের উন্নয়ন, শেখ হাসিনার দর্শন।” যুব ও ক্রীড়া মন্ত্রণালয়।",0
দেরি না করে জলদি জলদি লুফে নিন|,1
অ্যাপ থেকে ২০ টাকা রিচার্জে ২১ টাকা ক্যাশব্যাক!TCA https://bKa.sh/8app,1
রমজান অফার! অ্যাপে ৳৫৯৮-৫০GB+ফ্রি Noor সাবস্ক্রিপশন(৩০দিন) cutt.ly/inr,1
I wil be there with in  &lt;#&gt;  minutes. Got any space,0
অ্যাপে লকডাউনের আগেই সেরা অফার কিনুন ৪০জিবি+৮০০মিঃ ৬৩০৳ cutt.ly/c630,1
Delhi and chennai still silent.,0
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0
TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1
MMM ... Fuck .... Merry Christmas to me,0
How are you. Its been ages. How's abj,0
রবি ও এয়ারটেলে মোবাইল রিচার্জ করুন আস্থা অ্যাপে tinyurl.com/asthadnld,1
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0
"২৮ সেপ্টেম্বর বিশ্ব জলাতঙ্ক দিবস । প্রতিপাদ্য ‘জলাতঙ্ক: মৃত্যু আর নয়, সবার সাথে সমন্বয়’-সিডিসি, স্বাস্থ্য অধিদপ্তর।",0
রবি অ্যাপে ৩০জিবি+৮০০মিঃ ৩০দিন ৫৫০৳ ধামাকা অফার।ক্লিক cutt.ly/b550,1
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,0
"Awesome, be there in a minute",0
No de.am seeing in online shop so that i asked.,0
শহিদ বু্দ্ধিজীবীর রক্তে বঙ্গবন্ধুর সোনার বাংলার স্বপ্নে সমৃদ্ধ হোক বাংলাদেশ।-মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়।,0
Yup song bro. No creative. Neva test quality. He said check review online.,0
"Ok omw now, you at castor?",0
পার্ট-টাইম ওয়েবসাইট ম্যানেজমেন্ট কাজ!,1
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",0
BBL কার্ডে B1G1 অফারে রমজান জুড়ে হোক ইফতার ও ডিনার! tinyurl.com/BBLBGI,1
No no. I will check all rooms befor activities,0
Pls speak with me. I wont ask anything other then you friendship.,0
88066 FROM 88066 LOST 3POUND HELP,1
"This is one of the days you have a billion classes, right?",0
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0
I accidentally brought em home in the box,0
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,0
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0
"সুলতান'স ডাইনে ৩০% ডিস্কাউন্ট লুফে নিন এই মেসেজটি দেখিয়ে আগামী তিনদিনের মধ্যে, কমপক্ষে ৫০০ টাকার অর্ডারে টেকএওয়ে কিংবা ডাইনইনে। বিস্তারিতঃ 01407059983",1
Gettin rdy to ship comp,0
We are okay. Going to sleep now. Later,0
Hope you are feeling great. Pls fill me in. Abiola,0
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",0
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0
No did you check? I got his detailed message now,0
ট৪১: ১.৪GB ৩দিন! ট৭৫: ২.১GB ৭দিন! রবিMyPlan-এ! cutt.ly/myplan,1
Alright. I'm out--have a good night!,0
"কোনো ব্যাংকেই প্রবিশনে শুধু বেসিক স্যালারি দেয় না।বেসিকের সাথে মেডিকেল এলাউয়েন্স,হোম রেন্ট ব্লা ব্লা সব যোগ হয়।|",0
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,0
I liked your new house,0
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,1
Loosu go to hospital. De dont let it careless.,0
Happy new year to u too!,0
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1
Yes there were many sweets,0
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0
এখনই রিচার্জ করে New Zealand vs Bangladesh এর T20 লড়াই দেখুন GTV HD তে,1
You want to go? ,0
5 nights...We nt staying at port step liao...Too ex,0
At home also.,0
Pick you up bout 7.30ish? What time are  and that going?,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0
He didn't see his shadow. We get an early spring yay,0
"I didnt get ur full msg..sometext is missing, send it again",0
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",0
"She was supposed to be but couldn't make it, she's still in town though",0
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0
Same to u...,0
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1
What you doing?how are you?,0
NOVOAIR-এ ব্র্যাক ব্যাংক কার্ডে ১০% ছাড়। tinyurl.com/BRC159,1
500 free text msgs. Just text ok to 80488 and we'll credit your account,1
৪০জিবি+৮০০মিঃ+৩২৳ ক্যাশব্যাক ৬৩০৳ মাই রবি অ্যাপে।ক্লিক cutt.ly/c630,1
Goin to workout lor... Muz lose e fats... ,0
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1
শুনসি তো দিবে।এখনো তো কোনো সাড়াশব্দ নাই।তোদেরকে দেয় নাই এখনো?!,0
"শুভ জন্মদিন নানী.. অনেক অনেক ভাল থাক, সুস্থ থাক.. ভালবাসা রইল.. 
শ্রাবন্তী.. |",0
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0
শেখ রাসেল দিবস ২০২৩ উপলক্ষ্যে ৮-১৮ বছর বয়সী শিশু-কিশোরদের জন্য অনলাইন কুইজ প্রতিযোগিতা ২০২৩ শুরু হয়েছে।,0
"Alright omw, gotta change my order to a half8th",0
"চোখবন্ধ তুশিপু, পানি মুখে মাইশা, আরহান বাবু|",0
ইমরান ও ন্যান্সির এক পৃথিবী প্রেম ৭দিনের জন্য গুন্গুন্ সেট ক|,1
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
‘স্মার্ট মোবাইল ফোনে প্রদর্শন করে ই-ড্রাইভিং লাইসেন্স ব্যবহার করা যাবে।’-বিআরটিএ,0
আপনার আকাশ স্টান্ডার্ড ফ্রি ৭ দিনের মেয়াদ এই ২২ জুন শেষ হয়ে যাবে! স্টান্ডার্ড প্যাক ৩ মাস উপভোগ করতে আজই রিচার্জ করুন মাত্র ৳৯০০! *T&amp;C,1
আজকের স্পেশাল অফার! সবজিতে ২০% ছাড়!,1
Hey u still at the gym?,0
Ok... Then r we meeting later?,0
I want to be there so i can kiss you and feel you next to me,0
আমার নামটা বাচ্চাদের মুখস্ত করার জন্য কঠিন।ওরে ইজি করে নাম বল।,0
Sounds like something that someone testing me would sayy,0
"মানবাধিকার দিবস-২০২২ এবারের প্রতিপাদ্য ‘‘মানব-মর্যাদা, স্বাধীনতা আর ন্যায়পরায়ণতায় দাঁড়াবো সবাই মানবাধিকার সুরক্ষায়’’-জাতীয় মানবাধিকার কমিশন",0
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",0
Went to ganesh dress shop,0
Must come later.. I normally bathe him in da afternoon mah..,0
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1
Come by our room at some point so we can iron out the plan for this weekend,0
Huh so late... Fr dinner?,0
মি. নূরের মত ২০২৩ ইনটেকে কানাডাতে যাবেন যেভাবে https://gic.im/noor/,1
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0
Cramps stopped. Going back to sleep,0
"চোখবন্ধ তুশিপু, পানি মুখে মাইশা, আরহান বাবু",0
‘বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd’,0
Sday only joined.so training we started today:),0
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1
বিশেষ অফার! ঘরে বসে আয় করার সেরা সুযোগ!,1
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,0
What makes you most happy?,0
"০২ মার্চ ২০২১ দেশব্যাপী তৃতীয় বারের মতো পালিত হতে যাচ্ছে, ‘জাতীয় ভোটার দিবস’। এবারের প্রতিপাদ্যঃ “বয়স যদি আঠার হয় ভোটার হতে দেরী নয়” -ইসি।",0
দেরি না করে জলদি জলদি লুফে নিন,1
বিশেষ ছাড়! ঘরে বসে আয় করার নতুন সুযোগ!,1
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1
Whom you waited for yesterday,0
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",0
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1
ওই রিফাদের সাথে ফিজিক্স অলিম্পিয়াডে খাতা কাটতো যে,0
Thats cool. I want to please you...,0
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0
I borrow ur bag ok.,0
How dare you change my ring,0
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1
আপনার আকাশ সংযোগ রিচার্জ করে বাংলাদেশ বনাম ওয়েস্ট ইন্ডিজের টি-২০ সিরিজটি দেখুন টি-স্পোর্টস এইচডিতে,1
Ya it came a while ago,0
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
"১৬-২০ মে ২০২১, নিকটস্থ কমিউনিটি ক্লিনিকের মাধ্যমে যথাযথ স্বাস্থ্যবিধি মেনে ৫-১৬ বছর বয়সী সকল শিশুকে ১ ডোজ কৃমিনাশক ঔষধ খাওয়ান। -স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও পরিবার কল্যান মন্ত্রণালয়।",0
Sorry for the delay. Yes masters,0
না দিলেও সমস্যা নাই।,0
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
"Wat time liao, where still got.",0
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0
বাংলাদেশ সেনাবাহিনীতে কমিশন অফিসার হিসাবে ৯১তম বিএমএ দীর্ঘমেয়াদী কোর্সে যোগ দিন। ২৪ এপ্রিল ২০২৩ তারিখের মধ্যে অনলাইনে আবেদন করুন বিস্তারিতঃ https://joinbangladesharmy.army.mil.bd,1
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,0
কল ড্রপ এর জন্য আপনি ফ্রি মিনিট পেয়েছেন। ব্যালেন্স চেক *222*2#,1
There is a first time for everything :),0
নতুন অফার! সকল ডেইরি প্রোডাক্টে ১৫% ছাড়!,1
Your Akash Standard is valid up to 15/02/2022 for ID 40288583. Your remaining account balance is BDT 0.00. For account detail or recharge visit http://t.ly/srcQ,1
২৮ এপ্রিল জাতীয় আইনগত সহায়তা দিবস। দিবসটির প্রতিপাদ্য,0
GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,0
"It's wylie, you in tampa or sarasota?",0
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,0
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1
"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0
"Sorry that took so long, omw now",0
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,0
"সাশ্রয়ে ঈদ বাজার🌙
৫লি রূপচাঁদা তেল ৳৮৯৯
কোড: 1W
T&C
chdl.co/81klM2yX",1
তোরটা আমারও মনে থাকে না।|,0
"প্রিয় গ্রাহক, NPSB সিস্টেমে জরুরি কার্যক্রম পরিচালনার জন্য ইবিএলের সকল কার্ড সম্পর্কিত সেবা ০৬ জুলাই ২০২৩, রাত ১১:৫৯ টা থেকে ০৭ জুলাই ২০২৩, সকাল ৬:০০ টা পর্যন্ত বন্ধ থাকবে। সাময়িক এই অসুবিধার জন্য আমরা আন্তরিকভাবে দুঃখিত।",0
আপনার ইচ্ছেমতো কাজ করে কোটিপতি হোন!,1
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,1
Ü thk of wat to eat tonight.,0
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0
Happy birthday to you....dear.with lots of love.rakhesh NRI,0
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0
Sac needs to carry on:),0
I love u 2 my little pocy bell I am sorry but I love u,0
Thts god's gift for birds as humans hav some natural gift frm god..,0
Oh ok..,0
I think that tantrum's finished so yeah I'll be by at some point,0
Tension ah?what machi?any problem?,0
Nice.nice.how is it working?,0
Should i send you naughty pix? :),0
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),0
In fact when do you leave? I think addie goes back to school tues or wed,0
Mm you ask him to come its enough :-),0
"প্রিয় গ্রাহক, আপনার এলাকায় রবি 4.5G ইন্টারনেট এখন আরও বেশি শক্তিশালী। আজই এক্সপেরিয়েন্স করুন দ্রুত গতির ইন্টারনেট।। আকর্ষণীয় সব অফার কিনতে ডায়াল করুন *৮৮৮#। কোনো মতামত বা অভিযোগ জানাতে ব্যবহার করুন মাই রবি অ্যাপ https://cutt.ly/Vwqu8c6C",1
বিশেষ ছাড়! ৫০০ টাকার কেনাকাটায় ১০০ টাকা ডিসকাউন্ট!,1
১ অক্টোবর ৩২তম আন্তর্জাতিক প্রবীন দিবস-২০২২। এ বছরের প্রতিপাদ্য ‘পরিবর্তিত বিশ্বে প্রবীনব্যক্তির সহনশীলতা’ - সমাজকল্যাণ মন্ত্রণালয়।,0
And do you have any one that can teach me how to ship cars.,0
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0
অ্যাপে দুর্দান্ত অফার!৪০জিবি+৮০০মিঃ+৩২৳ ক্যাশব্যাক ৬৩০৳ cutt.ly/c630,1
Nothing spl..wat abt u and whr ru?,0
ইভিএম হ্যাক করা বা অনুমোদিত ব্যক্তি ব্যতীত ভোট গ্রহন পরিচালনা করা সম্ভব নয়।-ইসি,0
মুজিববর্ষে মাননীয় প্রধানমন্ত্রী ৫৬০টি মডেল মসজিদের মধ্যে ৫০টি উদ্বোধন করবেন ১০ জুন ২০২১ সকাল ১০টা। বিটিভি ও বেতারে সরাসরি সম্প্রচার।,0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0
"ঈদ মোবারক । “গতিসীমা মেনে চলি, সড়ক দুর্ঘটনা রোধ করি”-সড়ক পরিবহন ও মহাসড়ক বিভাগ",0
ঘরে বসে পেইড সার্ভে পূরণ করে আয় করুন!,1
Morning! আজ ২০২৩ এর লাস্ট ইনটেকে প্রসেস শুরু করতে 3pm-5pm এর মাঝে আমাদের অফিস ভিসিট করুন: https://gic.im/ec - GIC Edu|,1
I'm stuck in da middle of da row on da right hand side of da lt... ,0
I can ask around but there's not a lot in terms of mids up here,0
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0
প্রতিদিন ৫০০ টাকার কেনাকাটায় ৫০ টাকা ক্যাশব্যাক!,1
"Yeah, probably here for a while",0
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0
"হোটেল আগ্রাবাদ (01755513841), র‍্যাডিসন ব্লু চট্টগ্রাম (01777701164) ও পেনিনসুলা চিটাগাং (01755554551) এ B1G1 ব্যুফে ইফতার BBL কার্ডে!",1
"আসসালামুয়ালাইকুম ম্যাম, ম্যাথ গুলো এখন ও ভালো করে প্রিপারেশন নিতে পারি নাই ।",0
*213*2843# ডায়াল করে জানুন সেলস/মার্কেটিং চাকুরীর খবর ২.৬৭ টাকা/দিন|,1
এভাবে কি স্মার্ট বাংলাদেশের স্বপ্ন দেখা সম্ভব|,0
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1
আপনার দক্ষতার মূল্যায়ন করুন এবং চাকরি জিতুন!,1
East coast,0
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,0
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0
"ভালোবেসে, সখী, নিভৃতে যতনে
আমার নামটি লিখো-- তোমার
মনের মন্দিরে।",0
"I shall book chez jules for half eight, if that's ok with you?",0
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0
Prabha..i'm soryda..realy..frm heart i'm sory,0
Not course. Only maths one day one chapter with in one month we can finish.,0
ট্রানজ্যাকশন নম্বর R230710.1231.1600ab 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.84 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0
Good night my dear.. Sleepwell&amp;Take care,0
ND vs PAK সুপার ফোর এর উত্তেজনাপূর্ণ লড়াই দেখতে এখনই রিচার্জ করুন!,1
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,0
"Yes, i'm small kid.. And boost is the secret of my energy..",0
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0
Ok lor but not too early. Me still having project meeting now.,0
Well good morning mr . Hows london treatin' ya treacle?,0
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1
আর মাত্র বাকি ৩ দিন! ৳৪০০ ক্যাশব্যাক জিতুন মাত্র ৳৪০১ রিচার্জে *T&amp;C,1
আজ ৯ জুন বিশ্ব এ্যাক্রেডিটেশন দিবস। এ বছরের প্রতিপাদ্য “এ্যাক্রেডিটেশন টেকসই উন্নয়ন অভীষ্ট বাস্তবায়নের সহায়ক”। পণ্য ও সেবার গুণগতমানের নিশ্চয়তার জন্য বাংলাদেশ এ্যাক্রেডিটেশন বোর্ডের সেবা গ্রহণ করুন।,0
আমি যেই পেইজে অর্ডার দিসি ওই পেইজ থেকে আগেও ড্রেস নিসিলাম।খারাপ হয় নাই।তাই এবারও সাহস করে অর্ডার দিসি।আর আমার পায়ে ব্যাথা পাইসি।হাটতে কষ্ট হয়।তাই এবার মার্কেটেও যাইতে ইচ্ছা করতেসে না।,0
"Until 545 lor... Ya, can go 4 dinner together...",0
আমাদের সাথে হেড অফিসে সফটওয়্যার ডিপার্টমেন্ট বা আইটি ডিপার্টমেন্টে যারা আছে ওরা যেই আফসোস করে।যখন দেখে আমরা বিল নিচ্ছি।,0
